item,org,date,quantity
133513294,42023714,2018-12-01,312
133980049,1617388,2018-12-01,3173
133980049,1619228,2018-12-01,456
133980049,42023714,2018-12-01,1272
3959294,1617388,2019-01-01,2896
3959294,1619228,2019-01-01,898
3959294,40022636,2019-01-01,1843
3959294,42023714,2019-01-01,4788
3959313,1617388,2019-01-01,1781
3959313,1619228,2019-01-01,1310
3959313,40022636,2019-01-01,958
3959313,42023714,2019-01-01,3088
3959506,1617388,2019-01-01,31220
3959506,1619228,2019-01-01,22481
3959506,40022636,2019-01-01,14851
3959506,42023714,2019-01-01,28176
3959509,1617388,2019-01-01,7980
3959509,1619228,2019-01-01,2972
3959509,40022636,2019-01-01,3443
3959509,42023714,2019-01-01,3676
3959530,1617388,2019-01-01,53078
3959530,1619228,2019-01-01,48430
3959530,40022636,2019-01-01,22551
3959530,42023714,2019-01-01,67033
3994423,1617388,2019-01-01,2163
3994423,1619228,2019-01-01,2222
3994423,40022636,2019-01-01,1309
3994423,42023714,2019-01-01,4860
5160016,1617388,2019-01-01,0
5160016,1619228,2019-01-01,0
5160016,40022636,2019-01-01,0
5160016,42023714,2019-01-01,13
6609938,1617388,2019-01-01,11388
6609938,1619228,2019-01-01,8463
6609938,40022636,2019-01-01,4900
6609938,42023714,2019-01-01,12650
28065487,1617388,2019-01-01,3102
28065487,1619228,2019-01-01,3052
28065487,40022636,2019-01-01,2129
28065487,42023714,2019-01-01,6236
51472179,1617388,2019-01-01,2713
51472179,1619228,2019-01-01,1906
51472179,40022636,2019-01-01,522
51472179,42023714,2019-01-01,4377
60715830,1617388,2019-01-01,7505
60715830,1619228,2019-01-01,8963
60715830,40022636,2019-01-01,3973
60715830,42023714,2019-01-01,19771
62793347,1617388,2019-01-01,54
62793347,1619228,2019-01-01,0
62793347,40022636,2019-01-01,0
62793347,42023714,2019-01-01,0
62922352,1617388,2019-01-01,2853
62922352,1619228,2019-01-01,1467
62922352,40022636,2019-01-01,529
62922352,42023714,2019-01-01,2649
69058316,1617388,2019-01-01,1000
69058316,1619228,2019-01-01,1163
69058316,40022636,2019-01-01,472
69058316,42023714,2019-01-01,2352
102201027,1617388,2019-01-01,3073
102201027,1619228,2019-01-01,4132
102201027,40022636,2019-01-01,1702
102201027,42023714,2019-01-01,6225
103264090,1617388,2019-01-01,2684
103264090,1619228,2019-01-01,4082
103264090,40022636,2019-01-01,1881
103264090,42023714,2019-01-01,7599
103264133,1617388,2019-01-01,6072
103264133,1619228,2019-01-01,7040
103264133,40022636,2019-01-01,3072
103264133,42023714,2019-01-01,13466
103766415,1617388,2019-01-01,7687
103766415,1619228,2019-01-01,8612
103766415,40022636,2019-01-01,3078
103766415,42023714,2019-01-01,12770
107428334,1617388,2019-01-01,3963
107428334,1619228,2019-01-01,4425
107428334,40022636,2019-01-01,2397
107428334,42023714,2019-01-01,11698
108204834,1617388,2019-01-01,3326
108204834,1619228,2019-01-01,2928
108204834,40022636,2019-01-01,1879
108204834,42023714,2019-01-01,5562
116549016,1617388,2019-01-01,2909
116549016,1619228,2019-01-01,2800
116549016,40022636,2019-01-01,786
116549016,42023714,2019-01-01,3951
116549031,1617388,2019-01-01,2053
116549031,1619228,2019-01-01,1366
116549031,40022636,2019-01-01,833
116549031,42023714,2019-01-01,2945
116549126,1617388,2019-01-01,3278
116549126,1619228,2019-01-01,2416
116549126,40022636,2019-01-01,752
116549126,42023714,2019-01-01,3371
116549156,1617388,2019-01-01,935
116549156,1619228,2019-01-01,250
116549156,40022636,2019-01-01,202
116549156,42023714,2019-01-01,340
116549191,1617388,2019-01-01,1973
116549191,1619228,2019-01-01,1141
116549191,40022636,2019-01-01,373
116549191,42023714,2019-01-01,926
116549229,1617388,2019-01-01,1199
116549229,1619228,2019-01-01,715
116549229,40022636,2019-01-01,186
116549229,42023714,2019-01-01,1021
116549238,1617388,2019-01-01,2192
116549238,1619228,2019-01-01,570
116549238,40022636,2019-01-01,392
116549238,42023714,2019-01-01,1217
116549631,1617388,2019-01-01,1110
116549631,1619228,2019-01-01,708
116549631,40022636,2019-01-01,359
116549631,42023714,2019-01-01,971
116549737,1617388,2019-01-01,1232
116549737,1619228,2019-01-01,421
116549737,40022636,2019-01-01,558
116549737,42023714,2019-01-01,1336
116844834,1617388,2019-01-01,4624
116844834,1619228,2019-01-01,1427
116844834,40022636,2019-01-01,639
116844834,42023714,2019-01-01,1974
117855880,1617388,2019-01-01,1229
117855880,1619228,2019-01-01,781
117855880,40022636,2019-01-01,783
117855880,42023714,2019-01-01,1817
120363084,1617388,2019-01-01,0
120363084,1619228,2019-01-01,0
120363084,40022636,2019-01-01,0
120363084,42023714,2019-01-01,0
121127559,1617388,2019-01-01,1144
121127559,1619228,2019-01-01,715
121127559,40022636,2019-01-01,383
121127559,42023714,2019-01-01,856
121128611,1617388,2019-01-01,1865
121128611,1619228,2019-01-01,1315
121128611,40022636,2019-01-01,418
121128611,42023714,2019-01-01,1297
121129359,1617388,2019-01-01,4021
121129359,1619228,2019-01-01,1741
121129359,40022636,2019-01-01,640
121129359,42023714,2019-01-01,1186
125309293,1617388,2019-01-01,1093
125309293,1619228,2019-01-01,1012
125309293,40022636,2019-01-01,305
125309293,42023714,2019-01-01,1397
125309489,1617388,2019-01-01,3049
125309489,1619228,2019-01-01,1432
125309489,40022636,2019-01-01,369
125309489,42023714,2019-01-01,1840
127929968,1617388,2019-01-01,372
127929968,1619228,2019-01-01,257
127929968,40022636,2019-01-01,8
127929968,42023714,2019-01-01,212
128814473,1617388,2019-01-01,0
128814473,1619228,2019-01-01,0
128814473,40022636,2019-01-01,0
128814473,42023714,2019-01-01,0
130569415,1617388,2019-01-01,0
130569415,1619228,2019-01-01,0
130569415,40022636,2019-01-01,0
130569415,42023714,2019-01-01,0
130962471,1617388,2019-01-01,1754
130962471,1619228,2019-01-01,478
130962471,40022636,2019-01-01,288
130962471,42023714,2019-01-01,942
133513224,1617388,2019-01-01,712
133513224,1619228,2019-01-01,367
133513224,40022636,2019-01-01,268
133513224,42023714,2019-01-01,354
133513294,1617388,2019-01-01,732
133513294,1619228,2019-01-01,395
133513294,40022636,2019-01-01,299
133513294,42023714,2019-01-01,502
133980049,1617388,2019-01-01,4037
133980049,1619228,2019-01-01,2758
133980049,40022636,2019-01-01,873
133980049,42023714,2019-01-01,2542
3959294,1617388,2019-02-01,3451
3959294,1619228,2019-02-01,806
3959294,40022636,2019-02-01,1251
3959294,42023714,2019-02-01,4330
3959313,1617388,2019-02-01,2301
3959313,1619228,2019-02-01,889
3959313,40022636,2019-02-01,922
3959313,42023714,2019-02-01,3272
3959506,1617388,2019-02-01,21194
3959506,1619228,2019-02-01,16440
3959506,40022636,2019-02-01,16150
3959506,42023714,2019-02-01,23693
3959509,1617388,2019-02-01,4978
3959509,1619228,2019-02-01,2829
3959509,40022636,2019-02-01,3989
3959509,42023714,2019-02-01,4275
3959530,1617388,2019-02-01,50144
3959530,1619228,2019-02-01,69964
3959530,40022636,2019-02-01,22950
3959530,42023714,2019-02-01,94009
3994423,1617388,2019-02-01,3164
3994423,1619228,2019-02-01,1823
3994423,40022636,2019-02-01,1200
3994423,42023714,2019-02-01,4621
5160016,1617388,2019-02-01,0
5160016,1619228,2019-02-01,0
5160016,40022636,2019-02-01,0
5160016,42023714,2019-02-01,0
6609938,1617388,2019-02-01,16433
6609938,1619228,2019-02-01,9437
6609938,40022636,2019-02-01,4865
6609938,42023714,2019-02-01,11091
28065487,1617388,2019-02-01,3293
28065487,1619228,2019-02-01,2749
28065487,40022636,2019-02-01,1789
28065487,42023714,2019-02-01,4739
51472179,1617388,2019-02-01,2813
51472179,1619228,2019-02-01,1855
51472179,40022636,2019-02-01,645
51472179,42023714,2019-02-01,4047
60715830,1617388,2019-02-01,8657
60715830,1619228,2019-02-01,15375
60715830,40022636,2019-02-01,6322
60715830,42023714,2019-02-01,27585
62793347,1617388,2019-02-01,7994
62793347,1619228,2019-02-01,6249
62793347,40022636,2019-02-01,0
62793347,42023714,2019-02-01,11606
62922352,1617388,2019-02-01,2195
62922352,1619228,2019-02-01,1323
62922352,40022636,2019-02-01,527
62922352,42023714,2019-02-01,2949
69058316,1617388,2019-02-01,1505
69058316,1619228,2019-02-01,778
69058316,40022636,2019-02-01,734
69058316,42023714,2019-02-01,3107
102201027,1617388,2019-02-01,4115
102201027,1619228,2019-02-01,7616
102201027,40022636,2019-02-01,2084
102201027,42023714,2019-02-01,10048
103264090,1617388,2019-02-01,3985
103264090,1619228,2019-02-01,9264
103264090,40022636,2019-02-01,2679
103264090,42023714,2019-02-01,10390
103264133,1617388,2019-02-01,6579
103264133,1619228,2019-02-01,9917
103264133,40022636,2019-02-01,3701
103264133,42023714,2019-02-01,17719
103766415,1617388,2019-02-01,9856
103766415,1619228,2019-02-01,5274
103766415,40022636,2019-02-01,3084
103766415,42023714,2019-02-01,9602
107428334,1617388,2019-02-01,4234
107428334,1619228,2019-02-01,5184
107428334,40022636,2019-02-01,2786
107428334,42023714,2019-02-01,12547
108204834,1617388,2019-02-01,3145
108204834,1619228,2019-02-01,3851
108204834,40022636,2019-02-01,2512
108204834,42023714,2019-02-01,8859
116549016,1617388,2019-02-01,3601
116549016,1619228,2019-02-01,3807
116549016,40022636,2019-02-01,1701
116549016,42023714,2019-02-01,5798
116549031,1617388,2019-02-01,3891
116549031,1619228,2019-02-01,1775
116549031,40022636,2019-02-01,1845
116549031,42023714,2019-02-01,5208
116549126,1617388,2019-02-01,7946
116549126,1619228,2019-02-01,3267
116549126,40022636,2019-02-01,1533
116549126,42023714,2019-02-01,6784
116549156,1617388,2019-02-01,540
116549156,1619228,2019-02-01,315
116549156,40022636,2019-02-01,172
116549156,42023714,2019-02-01,367
116549191,1617388,2019-02-01,1354
116549191,1619228,2019-02-01,1321
116549191,40022636,2019-02-01,377
116549191,42023714,2019-02-01,725
116549229,1617388,2019-02-01,2281
116549229,1619228,2019-02-01,843
116549229,40022636,2019-02-01,404
116549229,42023714,2019-02-01,762
116549238,1617388,2019-02-01,2919
116549238,1619228,2019-02-01,1233
116549238,40022636,2019-02-01,594
116549238,42023714,2019-02-01,1489
116549631,1617388,2019-02-01,2548
116549631,1619228,2019-02-01,986
116549631,40022636,2019-02-01,585
116549631,42023714,2019-02-01,931
116549737,1617388,2019-02-01,2843
116549737,1619228,2019-02-01,950
116549737,40022636,2019-02-01,816
116549737,42023714,2019-02-01,1429
116844834,1617388,2019-02-01,7400
116844834,1619228,2019-02-01,1773
116844834,40022636,2019-02-01,698
116844834,42023714,2019-02-01,2322
117855880,1617388,2019-02-01,1444
117855880,1619228,2019-02-01,810
117855880,40022636,2019-02-01,593
117855880,42023714,2019-02-01,1634
120363084,1617388,2019-02-01,0
120363084,1619228,2019-02-01,0
120363084,40022636,2019-02-01,0
120363084,42023714,2019-02-01,0
121127559,1617388,2019-02-01,2286
121127559,1619228,2019-02-01,797
121127559,40022636,2019-02-01,484
121127559,42023714,2019-02-01,1337
121128611,1617388,2019-02-01,3383
121128611,1619228,2019-02-01,2191
121128611,40022636,2019-02-01,674
121128611,42023714,2019-02-01,2736
121129359,1617388,2019-02-01,4991
121129359,1619228,2019-02-01,1884
121129359,40022636,2019-02-01,1025
121129359,42023714,2019-02-01,1079
125309293,1617388,2019-02-01,2022
125309293,1619228,2019-02-01,1304
125309293,40022636,2019-02-01,820
125309293,42023714,2019-02-01,1702
125309489,1617388,2019-02-01,1532
125309489,1619228,2019-02-01,1229
125309489,40022636,2019-02-01,476
125309489,42023714,2019-02-01,2180
127929968,1617388,2019-02-01,598
127929968,1619228,2019-02-01,385
127929968,40022636,2019-02-01,8
127929968,42023714,2019-02-01,459
128814473,1617388,2019-02-01,0
128814473,1619228,2019-02-01,0
128814473,40022636,2019-02-01,0
128814473,42023714,2019-02-01,0
130569415,1617388,2019-02-01,0
130569415,1619228,2019-02-01,0
130569415,40022636,2019-02-01,0
130569415,42023714,2019-02-01,0
130962471,1617388,2019-02-01,2915
130962471,1619228,2019-02-01,1666
130962471,40022636,2019-02-01,1589
130962471,42023714,2019-02-01,4422
133513224,1617388,2019-02-01,217
133513224,1619228,2019-02-01,389
133513224,40022636,2019-02-01,238
133513224,42023714,2019-02-01,344
133513294,1617388,2019-02-01,610
133513294,1619228,2019-02-01,380
133513294,40022636,2019-02-01,332
133513294,42023714,2019-02-01,532
133980049,1617388,2019-02-01,5571
133980049,1619228,2019-02-01,4460
133980049,40022636,2019-02-01,1396
133980049,42023714,2019-02-01,4284
137410407,1617388,2019-02-01,1129
137410407,1619228,2019-02-01,404
137410407,40022636,2019-02-01,1195
137410407,42023714,2019-02-01,594
3959294,1617388,2019-03-01,5698
3959294,1619228,2019-03-01,1847
3959294,40022636,2019-03-01,1958
3959294,42023714,2019-03-01,6306
3959313,1617388,2019-03-01,2842
3959313,1619228,2019-03-01,1472
3959313,40022636,2019-03-01,1145
3959313,42023714,2019-03-01,3649
3959506,1617388,2019-03-01,44458
3959506,1619228,2019-03-01,23063
3959506,40022636,2019-03-01,19336
3959506,42023714,2019-03-01,36645
3959509,1617388,2019-03-01,7113
3959509,1619228,2019-03-01,4658
3959509,40022636,2019-03-01,4595
3959509,42023714,2019-03-01,6096
3959530,1617388,2019-03-01,69668
3959530,1619228,2019-03-01,52808
3959530,40022636,2019-03-01,23701
3959530,42023714,2019-03-01,88569
3994423,1617388,2019-03-01,4119
3994423,1619228,2019-03-01,3266
3994423,40022636,2019-03-01,1506
3994423,42023714,2019-03-01,4473
5160016,1617388,2019-03-01,0
5160016,1619228,2019-03-01,0
5160016,40022636,2019-03-01,0
5160016,42023714,2019-03-01,0
6609938,1617388,2019-03-01,15423
6609938,1619228,2019-03-01,7182
6609938,40022636,2019-03-01,5691
6609938,42023714,2019-03-01,13133
28065487,1617388,2019-03-01,3614
28065487,1619228,2019-03-01,3045
28065487,40022636,2019-03-01,1807
28065487,42023714,2019-03-01,5175
51472179,1617388,2019-03-01,4668
51472179,1619228,2019-03-01,2610
51472179,40022636,2019-03-01,1118
51472179,42023714,2019-03-01,6505
60715830,1617388,2019-03-01,8789
60715830,1619228,2019-03-01,13923
60715830,40022636,2019-03-01,5793
60715830,42023714,2019-03-01,28823
62793347,1617388,2019-03-01,2273
62793347,1619228,2019-03-01,1635
62793347,40022636,2019-03-01,0
62793347,42023714,2019-03-01,1082
62922352,1617388,2019-03-01,3005
62922352,1619228,2019-03-01,1864
62922352,40022636,2019-03-01,914
62922352,42023714,2019-03-01,4787
69058316,1617388,2019-03-01,4275
69058316,1619228,2019-03-01,1500
69058316,40022636,2019-03-01,776
69058316,42023714,2019-03-01,3740
102201027,1617388,2019-03-01,4219
102201027,1619228,2019-03-01,8525
102201027,40022636,2019-03-01,3089
102201027,42023714,2019-03-01,13870
103264090,1617388,2019-03-01,5378
103264090,1619228,2019-03-01,7207
103264090,40022636,2019-03-01,3678
103264090,42023714,2019-03-01,14017
103264133,1617388,2019-03-01,7315
103264133,1619228,2019-03-01,11633
103264133,40022636,2019-03-01,5299
103264133,42023714,2019-03-01,22044
103766415,1617388,2019-03-01,9888
103766415,1619228,2019-03-01,7230
103766415,40022636,2019-03-01,2816
103766415,42023714,2019-03-01,10258
107428334,1617388,2019-03-01,4950
107428334,1619228,2019-03-01,5964
107428334,40022636,2019-03-01,4214
107428334,42023714,2019-03-01,17247
108204834,1617388,2019-03-01,5365
108204834,1619228,2019-03-01,7039
108204834,40022636,2019-03-01,4528
108204834,42023714,2019-03-01,11832
116549016,1617388,2019-03-01,3292
116549016,1619228,2019-03-01,3800
116549016,40022636,2019-03-01,1013
116549016,42023714,2019-03-01,4093
116549031,1617388,2019-03-01,5191
116549031,1619228,2019-03-01,3911
116549031,40022636,2019-03-01,2636
116549031,42023714,2019-03-01,10730
116549126,1617388,2019-03-01,5696
116549126,1619228,2019-03-01,3189
116549126,40022636,2019-03-01,1206
116549126,42023714,2019-03-01,4309
116549156,1617388,2019-03-01,638
116549156,1619228,2019-03-01,420
116549156,40022636,2019-03-01,240
116549156,42023714,2019-03-01,478
116549191,1617388,2019-03-01,1142
116549191,1619228,2019-03-01,911
116549191,40022636,2019-03-01,312
116549191,42023714,2019-03-01,856
116549229,1617388,2019-03-01,1948
116549229,1619228,2019-03-01,726
116549229,40022636,2019-03-01,538
116549229,42023714,2019-03-01,1106
116549238,1617388,2019-03-01,3508
116549238,1619228,2019-03-01,1303
116549238,40022636,2019-03-01,790
116549238,42023714,2019-03-01,2832
116549631,1617388,2019-03-01,1154
116549631,1619228,2019-03-01,680
116549631,40022636,2019-03-01,350
116549631,42023714,2019-03-01,1146
116549737,1617388,2019-03-01,1222
116549737,1619228,2019-03-01,658
116549737,40022636,2019-03-01,628
116549737,42023714,2019-03-01,1375
116844834,1617388,2019-03-01,6594
116844834,1619228,2019-03-01,2219
116844834,40022636,2019-03-01,1266
116844834,42023714,2019-03-01,2555
117855880,1617388,2019-03-01,3951
117855880,1619228,2019-03-01,1460
117855880,40022636,2019-03-01,1152
117855880,42023714,2019-03-01,2301
120363084,1617388,2019-03-01,0
120363084,1619228,2019-03-01,0
120363084,40022636,2019-03-01,0
120363084,42023714,2019-03-01,0
121127559,1617388,2019-03-01,1531
121127559,1619228,2019-03-01,710
121127559,40022636,2019-03-01,276
121127559,42023714,2019-03-01,1273
121128611,1617388,2019-03-01,2571
121128611,1619228,2019-03-01,1433
121128611,40022636,2019-03-01,512
121128611,42023714,2019-03-01,2065
121129359,1617388,2019-03-01,5445
121129359,1619228,2019-03-01,1908
121129359,40022636,2019-03-01,975
121129359,42023714,2019-03-01,1508
125309293,1617388,2019-03-01,3890
125309293,1619228,2019-03-01,1748
125309293,40022636,2019-03-01,512
125309293,42023714,2019-03-01,2048
125309489,1617388,2019-03-01,2836
125309489,1619228,2019-03-01,2333
125309489,40022636,2019-03-01,1494
125309489,42023714,2019-03-01,3381
127929968,1617388,2019-03-01,372
127929968,1619228,2019-03-01,429
127929968,40022636,2019-03-01,31
127929968,42023714,2019-03-01,90
128814473,1617388,2019-03-01,4
128814473,1619228,2019-03-01,0
128814473,40022636,2019-03-01,0
128814473,42023714,2019-03-01,0
130569415,1617388,2019-03-01,0
130569415,1619228,2019-03-01,0
130569415,40022636,2019-03-01,0
130569415,42023714,2019-03-01,0
130962471,1617388,2019-03-01,900
130962471,1619228,2019-03-01,778
130962471,40022636,2019-03-01,236
130962471,42023714,2019-03-01,1398
133513224,1617388,2019-03-01,534
133513224,1619228,2019-03-01,348
133513224,40022636,2019-03-01,448
133513224,42023714,2019-03-01,646
133513294,1617388,2019-03-01,517
133513294,1619228,2019-03-01,409
133513294,40022636,2019-03-01,546
133513294,42023714,2019-03-01,842
133980049,1617388,2019-03-01,6439
133980049,1619228,2019-03-01,5461
133980049,40022636,2019-03-01,2146
133980049,42023714,2019-03-01,9017
137410407,1617388,2019-03-01,23603
137410407,1619228,2019-03-01,14352
137410407,40022636,2019-03-01,6226
137410407,42023714,2019-03-01,15626
3959294,1617388,2019-04-01,6827
3959294,1619228,2019-04-01,3649
3959294,40022636,2019-04-01,2270
3959294,42023714,2019-04-01,7459
3959313,1617388,2019-04-01,2180
3959313,1619228,2019-04-01,1476
3959313,40022636,2019-04-01,1110
3959313,42023714,2019-04-01,3740
3959506,1617388,2019-04-01,50874
3959506,1619228,2019-04-01,63122
3959506,40022636,2019-04-01,25843
3959506,42023714,2019-04-01,59423
3959509,1617388,2019-04-01,5153
3959509,1619228,2019-04-01,5193
3959509,40022636,2019-04-01,4218
3959509,42023714,2019-04-01,4387
3959530,1617388,2019-04-01,85049
3959530,1619228,2019-04-01,66382
3959530,40022636,2019-04-01,25954
3959530,42023714,2019-04-01,96750
3994423,1617388,2019-04-01,4969
3994423,1619228,2019-04-01,5110
3994423,40022636,2019-04-01,2275
3994423,42023714,2019-04-01,7433
5160016,1617388,2019-04-01,2592
5160016,1619228,2019-04-01,0
5160016,40022636,2019-04-01,0
5160016,42023714,2019-04-01,280
6609938,1617388,2019-04-01,13210
6609938,1619228,2019-04-01,11996
6609938,40022636,2019-04-01,6040
6609938,42023714,2019-04-01,14788
28065487,1617388,2019-04-01,5012
28065487,1619228,2019-04-01,5598
28065487,40022636,2019-04-01,3276
28065487,42023714,2019-04-01,9090
51472179,1617388,2019-04-01,6191
51472179,1619228,2019-04-01,3280
51472179,40022636,2019-04-01,1040
51472179,42023714,2019-04-01,5969
60715830,1617388,2019-04-01,11524
60715830,1619228,2019-04-01,20865
60715830,40022636,2019-04-01,6648
60715830,42023714,2019-04-01,30952
62793347,1617388,2019-04-01,0
62793347,1619228,2019-04-01,0
62793347,40022636,2019-04-01,0
62793347,42023714,2019-04-01,698
62922352,1617388,2019-04-01,4155
62922352,1619228,2019-04-01,2440
62922352,40022636,2019-04-01,993
62922352,42023714,2019-04-01,4974
69058316,1617388,2019-04-01,2281
69058316,1619228,2019-04-01,1371
69058316,40022636,2019-04-01,662
69058316,42023714,2019-04-01,1649
102201027,1617388,2019-04-01,6201
102201027,1619228,2019-04-01,9572
102201027,40022636,2019-04-01,2611
102201027,42023714,2019-04-01,12089
103264090,1617388,2019-04-01,6258
103264090,1619228,2019-04-01,10685
103264090,40022636,2019-04-01,2796
103264090,42023714,2019-04-01,12140
103264133,1617388,2019-04-01,10413
103264133,1619228,2019-04-01,13549
103264133,40022636,2019-04-01,4652
103264133,42023714,2019-04-01,18925
103766415,1617388,2019-04-01,9063
103766415,1619228,2019-04-01,9743
103766415,40022636,2019-04-01,2418
103766415,42023714,2019-04-01,8713
107428334,1617388,2019-04-01,6961
107428334,1619228,2019-04-01,7839
107428334,40022636,2019-04-01,3236
107428334,42023714,2019-04-01,15811
108204834,1617388,2019-04-01,7316
108204834,1619228,2019-04-01,6401
108204834,40022636,2019-04-01,2889
108204834,42023714,2019-04-01,10539
116549016,1617388,2019-04-01,5247
116549016,1619228,2019-04-01,4545
116549016,40022636,2019-04-01,1395
116549016,42023714,2019-04-01,9022
116549031,1617388,2019-04-01,4609
116549031,1619228,2019-04-01,4644
116549031,40022636,2019-04-01,1565
116549031,42023714,2019-04-01,10191
116549126,1617388,2019-04-01,3929
116549126,1619228,2019-04-01,3716
116549126,40022636,2019-04-01,1129
116549126,42023714,2019-04-01,4672
116549156,1617388,2019-04-01,1284
116549156,1619228,2019-04-01,249
116549156,40022636,2019-04-01,323
116549156,42023714,2019-04-01,540
116549191,1617388,2019-04-01,2368
116549191,1619228,2019-04-01,808
116549191,40022636,2019-04-01,495
116549191,42023714,2019-04-01,1143
116549229,1617388,2019-04-01,1711
116549229,1619228,2019-04-01,1186
116549229,40022636,2019-04-01,552
116549229,42023714,2019-04-01,1500
116549238,1617388,2019-04-01,4620
116549238,1619228,2019-04-01,2068
116549238,40022636,2019-04-01,542
116549238,42023714,2019-04-01,2355
116549631,1617388,2019-04-01,1325
116549631,1619228,2019-04-01,1057
116549631,40022636,2019-04-01,393
116549631,42023714,2019-04-01,1066
116549737,1617388,2019-04-01,1453
116549737,1619228,2019-04-01,726
116549737,40022636,2019-04-01,683
116549737,42023714,2019-04-01,1599
116844834,1617388,2019-04-01,6962
116844834,1619228,2019-04-01,2289
116844834,40022636,2019-04-01,668
116844834,42023714,2019-04-01,2528
117855880,1617388,2019-04-01,4021
117855880,1619228,2019-04-01,1620
117855880,40022636,2019-04-01,986
117855880,42023714,2019-04-01,2244
120363084,1617388,2019-04-01,0
120363084,1619228,2019-04-01,0
120363084,40022636,2019-04-01,0
120363084,42023714,2019-04-01,0
121127559,1617388,2019-04-01,2207
121127559,1619228,2019-04-01,967
121127559,40022636,2019-04-01,421
121127559,42023714,2019-04-01,1638
121128611,1617388,2019-04-01,4130
121128611,1619228,2019-04-01,4284
121128611,40022636,2019-04-01,1127
121128611,42023714,2019-04-01,4174
121129359,1617388,2019-04-01,7403
121129359,1619228,2019-04-01,2698
121129359,40022636,2019-04-01,1040
121129359,42023714,2019-04-01,1290
125309293,1617388,2019-04-01,2973
125309293,1619228,2019-04-01,1750
125309293,40022636,2019-04-01,659
125309293,42023714,2019-04-01,1953
125309489,1617388,2019-04-01,4645
125309489,1619228,2019-04-01,2544
125309489,40022636,2019-04-01,819
125309489,42023714,2019-04-01,3276
127929968,1617388,2019-04-01,380
127929968,1619228,2019-04-01,340
127929968,40022636,2019-04-01,26
127929968,42023714,2019-04-01,328
128814473,1617388,2019-04-01,0
128814473,1619228,2019-04-01,0
128814473,40022636,2019-04-01,0
128814473,42023714,2019-04-01,0
130569415,1617388,2019-04-01,0
130569415,1619228,2019-04-01,0
130569415,40022636,2019-04-01,0
130569415,42023714,2019-04-01,0
130962471,1617388,2019-04-01,527
130962471,1619228,2019-04-01,852
130962471,40022636,2019-04-01,128
130962471,42023714,2019-04-01,1013
133513224,1617388,2019-04-01,861
133513224,1619228,2019-04-01,583
133513224,40022636,2019-04-01,292
133513224,42023714,2019-04-01,339
133513294,1617388,2019-04-01,914
133513294,1619228,2019-04-01,612
133513294,40022636,2019-04-01,451
133513294,42023714,2019-04-01,796
133980049,1617388,2019-04-01,8434
133980049,1619228,2019-04-01,7198
133980049,40022636,2019-04-01,1778
133980049,42023714,2019-04-01,6229
137410407,1617388,2019-04-01,24773
137410407,1619228,2019-04-01,22503
137410407,40022636,2019-04-01,10856
137410407,42023714,2019-04-01,34951
3959294,1617388,2019-05-01,5814
3959294,1619228,2019-05-01,3057
3959294,40022636,2019-05-01,2279
3959294,42023714,2019-05-01,6253
3959313,1617388,2019-05-01,3231
3959313,1619228,2019-05-01,1669
3959313,40022636,2019-05-01,1378
3959313,42023714,2019-05-01,3635
3959506,1617388,2019-05-01,71870
3959506,1619228,2019-05-01,29779
3959506,40022636,2019-05-01,32270
3959506,42023714,2019-05-01,37827
3959509,1617388,2019-05-01,8373
3959509,1619228,2019-05-01,4006
3959509,40022636,2019-05-01,3826
3959509,42023714,2019-05-01,4316
3959530,1617388,2019-05-01,81110
3959530,1619228,2019-05-01,93172
3959530,40022636,2019-05-01,27074
3959530,42023714,2019-05-01,100304
3994423,1617388,2019-05-01,3424
3994423,1619228,2019-05-01,3104
3994423,40022636,2019-05-01,1306
3994423,42023714,2019-05-01,4536
5160016,1617388,2019-05-01,1780
5160016,1619228,2019-05-01,852
5160016,40022636,2019-05-01,0
5160016,42023714,2019-05-01,88
6609938,1617388,2019-05-01,16732
6609938,1619228,2019-05-01,11217
6609938,40022636,2019-05-01,6291
6609938,42023714,2019-05-01,15177
28065487,1617388,2019-05-01,2868
28065487,1619228,2019-05-01,3125
28065487,40022636,2019-05-01,1925
28065487,42023714,2019-05-01,4002
51472179,1617388,2019-05-01,3963
51472179,1619228,2019-05-01,3834
51472179,40022636,2019-05-01,1039
51472179,42023714,2019-05-01,5186
60715830,1617388,2019-05-01,9966
60715830,1619228,2019-05-01,15885
60715830,40022636,2019-05-01,6673
60715830,42023714,2019-05-01,27136
62793347,1617388,2019-05-01,0
62793347,1619228,2019-05-01,0
62793347,40022636,2019-05-01,0
62793347,42023714,2019-05-01,0
62922352,1617388,2019-05-01,4660
62922352,1619228,2019-05-01,2529
62922352,40022636,2019-05-01,1038
62922352,42023714,2019-05-01,4317
69058316,1617388,2019-05-01,2580
69058316,1619228,2019-05-01,1274
69058316,40022636,2019-05-01,280
69058316,42023714,2019-05-01,2639
102201027,1617388,2019-05-01,5727
102201027,1619228,2019-05-01,7762
102201027,40022636,2019-05-01,3177
102201027,42023714,2019-05-01,9667
103264090,1617388,2019-05-01,5630
103264090,1619228,2019-05-01,7387
103264090,40022636,2019-05-01,2958
103264090,42023714,2019-05-01,10013
103264133,1617388,2019-05-01,8752
103264133,1619228,2019-05-01,12019
103264133,40022636,2019-05-01,5398
103264133,42023714,2019-05-01,16669
103766415,1617388,2019-05-01,12067
103766415,1619228,2019-05-01,9863
