item,org,date,quantity
28065487,1617388,2017-09-01,5089
28065487,1619228,2017-09-01,3922
28065487,40022636,2017-09-01,4381
28065487,42023714,2017-09-01,9881
51472179,1617388,2017-09-01,6676
51472179,1619228,2017-09-01,3982
51472179,40022636,2017-09-01,1644
51472179,42023714,2017-09-01,8481
60715830,1617388,2017-09-01,12472
60715830,1619228,2017-09-01,12484
60715830,40022636,2017-09-01,6926
60715830,42023714,2017-09-01,24216
62793347,1617388,2017-09-01,0
62793347,1619228,2017-09-01,0
62793347,40022636,2017-09-01,0
62793347,42023714,2017-09-01,0
62922352,1617388,2017-09-01,4320
62922352,1619228,2017-09-01,1651
62922352,40022636,2017-09-01,846
62922352,42023714,2017-09-01,3762
69058316,1617388,2017-09-01,1993
69058316,1619228,2017-09-01,1123
69058316,40022636,2017-09-01,1489
69058316,42023714,2017-09-01,2390
102201027,1617388,2017-09-01,7088
102201027,1619228,2017-09-01,6638
102201027,40022636,2017-09-01,2905
102201027,42023714,2017-09-01,9961
103264090,1617388,2017-09-01,7053
103264090,1619228,2017-09-01,6810
103264090,40022636,2017-09-01,3527
103264090,42023714,2017-09-01,8819
103264133,1617388,2017-09-01,10749
103264133,1619228,2017-09-01,8540
103264133,40022636,2017-09-01,4809
103264133,42023714,2017-09-01,15560
103766415,1617388,2017-09-01,20482
103766415,1619228,2017-09-01,11743
103766415,40022636,2017-09-01,5495
103766415,42023714,2017-09-01,20667
107428334,1617388,2017-09-01,8746
107428334,1619228,2017-09-01,5066
107428334,40022636,2017-09-01,3421
107428334,42023714,2017-09-01,12404
108204834,1617388,2017-09-01,5502
108204834,1619228,2017-09-01,2360
108204834,40022636,2017-09-01,1966
108204834,42023714,2017-09-01,5973
3959294,1617388,2017-10-01,13032
3959294,1619228,2017-10-01,10000
3959294,40022636,2017-10-01,6434
3959294,42023714,2017-10-01,18129
3959313,1617388,2017-10-01,1754
3959313,1619228,2017-10-01,1430
3959313,40022636,2017-10-01,844
3959313,42023714,2017-10-01,4017
3959506,1617388,2017-10-01,70268
3959506,1619228,2017-10-01,24894
3959506,40022636,2017-10-01,21077
3959506,42023714,2017-10-01,38950
3959509,1617388,2017-10-01,5769
3959509,1619228,2017-10-01,4473
3959509,40022636,2017-10-01,4677
3959509,42023714,2017-10-01,4324
3959530,1617388,2017-10-01,96828
3959530,1619228,2017-10-01,83917
3959530,40022636,2017-10-01,25956
3959530,42023714,2017-10-01,121676
3994423,1617388,2017-10-01,5521
3994423,1619228,2017-10-01,3363
3994423,40022636,2017-10-01,2955
3994423,42023714,2017-10-01,7335
5160016,1617388,2017-10-01,0
5160016,1619228,2017-10-01,336
5160016,40022636,2017-10-01,0
5160016,42023714,2017-10-01,0
6609938,1617388,2017-10-01,11857
6609938,1619228,2017-10-01,7955
6609938,40022636,2017-10-01,6645
6609938,42023714,2017-10-01,12444
28065487,1617388,2017-10-01,4768
28065487,1619228,2017-10-01,4425
28065487,40022636,2017-10-01,3091
28065487,42023714,2017-10-01,7063
51472179,1617388,2017-10-01,4001
51472179,1619228,2017-10-01,3197
51472179,40022636,2017-10-01,2591
51472179,42023714,2017-10-01,7802
60715830,1617388,2017-10-01,9080
60715830,1619228,2017-10-01,18187
60715830,40022636,2017-10-01,6715
60715830,42023714,2017-10-01,22963
62793347,1617388,2017-10-01,0
62793347,1619228,2017-10-01,0
62793347,40022636,2017-10-01,0
62793347,42023714,2017-10-01,0
62922352,1617388,2017-10-01,2759
62922352,1619228,2017-10-01,2611
62922352,40022636,2017-10-01,1690
62922352,42023714,2017-10-01,4993
69058316,1617388,2017-10-01,2576
69058316,1619228,2017-10-01,2249
69058316,40022636,2017-10-01,1747
69058316,42023714,2017-10-01,4178
102201027,1617388,2017-10-01,4472
102201027,1619228,2017-10-01,9042
102201027,40022636,2017-10-01,3898
102201027,42023714,2017-10-01,11120
103264090,1617388,2017-10-01,4462
103264090,1619228,2017-10-01,9998
103264090,40022636,2017-10-01,3659
103264090,42023714,2017-10-01,10024
103264133,1617388,2017-10-01,6197
103264133,1619228,2017-10-01,11289
103264133,40022636,2017-10-01,5189
103264133,42023714,2017-10-01,16405
103766415,1617388,2017-10-01,24485
103766415,1619228,2017-10-01,20959
103766415,40022636,2017-10-01,8353
103766415,42023714,2017-10-01,24062
107428334,1617388,2017-10-01,5543
107428334,1619228,2017-10-01,7524
107428334,40022636,2017-10-01,4690
107428334,42023714,2017-10-01,13765
108204834,1617388,2017-10-01,3002
108204834,1619228,2017-10-01,3304
108204834,40022636,2017-10-01,2937
108204834,42023714,2017-10-01,6437
116549016,42023714,2017-10-01,1352
116549031,42023714,2017-10-01,269
116549156,42023714,2017-10-01,84
116549191,42023714,2017-10-01,395
116549229,42023714,2017-10-01,60
116549238,42023714,2017-10-01,192
116844834,42023714,2017-10-01,162
3959294,1617388,2017-11-01,7441
3959294,1619228,2017-11-01,3729
3959294,40022636,2017-11-01,2848
3959294,42023714,2017-11-01,9400
3959313,1617388,2017-11-01,2562
3959313,1619228,2017-11-01,1489
3959313,40022636,2017-11-01,1310
3959313,42023714,2017-11-01,4501
3959506,1617388,2017-11-01,125018
3959506,1619228,2017-11-01,30573
3959506,40022636,2017-11-01,21942
3959506,42023714,2017-11-01,40822
3959509,1617388,2017-11-01,9441
3959509,1619228,2017-11-01,3829
3959509,40022636,2017-11-01,3875
3959509,42023714,2017-11-01,7030
3959530,1617388,2017-11-01,227573
3959530,1619228,2017-11-01,307181
3959530,40022636,2017-11-01,30664
3959530,42023714,2017-11-01,161537
3994423,1617388,2017-11-01,2773
3994423,1619228,2017-11-01,1721
3994423,40022636,2017-11-01,1524
3994423,42023714,2017-11-01,4905
5160016,1617388,2017-11-01,1951
5160016,1619228,2017-11-01,2269
5160016,40022636,2017-11-01,1283
5160016,42023714,2017-11-01,2911
6609938,1617388,2017-11-01,13976
6609938,1619228,2017-11-01,8849
6609938,40022636,2017-11-01,4725
6609938,42023714,2017-11-01,12622
28065487,1617388,2017-11-01,4550
28065487,1619228,2017-11-01,3041
28065487,40022636,2017-11-01,4274
28065487,42023714,2017-11-01,10530
51472179,1617388,2017-11-01,3841
51472179,1619228,2017-11-01,2065
51472179,40022636,2017-11-01,1194
51472179,42023714,2017-11-01,6217
60715830,1617388,2017-11-01,10988
60715830,1619228,2017-11-01,14309
60715830,40022636,2017-11-01,7700
60715830,42023714,2017-11-01,25590
62793347,1617388,2017-11-01,0
62793347,1619228,2017-11-01,0
62793347,40022636,2017-11-01,0
62793347,42023714,2017-11-01,4587
62922352,1617388,2017-11-01,2595
62922352,1619228,2017-11-01,937
62922352,40022636,2017-11-01,724
62922352,42023714,2017-11-01,2913
69058316,1617388,2017-11-01,3270
69058316,1619228,2017-11-01,1831
69058316,40022636,2017-11-01,1941
69058316,42023714,2017-11-01,4774
102201027,1617388,2017-11-01,6290
102201027,1619228,2017-11-01,7693
102201027,40022636,2017-11-01,3007
102201027,42023714,2017-11-01,10015
103264090,1617388,2017-11-01,5709
103264090,1619228,2017-11-01,6527
103264090,40022636,2017-11-01,3399
103264090,42023714,2017-11-01,9705
103264133,1617388,2017-11-01,8779
103264133,1619228,2017-11-01,8582
103264133,40022636,2017-11-01,5337
103264133,42023714,2017-11-01,16142
103766415,1617388,2017-11-01,19070
103766415,1619228,2017-11-01,10477
103766415,40022636,2017-11-01,4813
103766415,42023714,2017-11-01,19114
107428334,1617388,2017-11-01,6997
107428334,1619228,2017-11-01,5855
107428334,40022636,2017-11-01,4991
107428334,42023714,2017-11-01,14411
108204834,1617388,2017-11-01,4759
108204834,1619228,2017-11-01,3811
108204834,40022636,2017-11-01,2577
108204834,42023714,2017-11-01,6022
116549016,1617388,2017-11-01,4655
116549016,1619228,2017-11-01,2999
116549016,40022636,2017-11-01,864
116549016,42023714,2017-11-01,5737
116549031,1617388,2017-11-01,5332
116549031,1619228,2017-11-01,3134
116549031,40022636,2017-11-01,894
116549031,42023714,2017-11-01,5542
116549126,1617388,2017-11-01,3615
116549126,1619228,2017-11-01,1244
116549126,40022636,2017-11-01,931
116549126,42023714,2017-11-01,8406
116549156,1617388,2017-11-01,1052
116549156,1619228,2017-11-01,467
116549156,40022636,2017-11-01,340
116549156,42023714,2017-11-01,1093
116549191,1617388,2017-11-01,1170
116549191,1619228,2017-11-01,869
116549191,40022636,2017-11-01,532
116549191,42023714,2017-11-01,1678
116549229,1617388,2017-11-01,1158
116549229,1619228,2017-11-01,920
116549229,40022636,2017-11-01,312
116549229,42023714,2017-11-01,1686
116549238,1617388,2017-11-01,1686
116549238,1619228,2017-11-01,760
116549238,40022636,2017-11-01,716
116549238,42023714,2017-11-01,1729
116844834,1617388,2017-11-01,2397
116844834,1619228,2017-11-01,1513
116844834,40022636,2017-11-01,794
116844834,42023714,2017-11-01,2628
117855880,1619228,2017-11-01,3
3959294,1617388,2017-12-01,8920
3959294,1619228,2017-12-01,3738
3959294,40022636,2017-12-01,1772
3959294,42023714,2017-12-01,9473
3959313,1617388,2017-12-01,2552
3959313,1619228,2017-12-01,1259
3959313,40022636,2017-12-01,1037
3959313,42023714,2017-12-01,4274
3959506,1617388,2017-12-01,128517
3959506,1619228,2017-12-01,82002
3959506,40022636,2017-12-01,25479
3959506,42023714,2017-12-01,73083
3959509,1617388,2017-12-01,8403
3959509,1619228,2017-12-01,3225
3959509,40022636,2017-12-01,5077
3959509,42023714,2017-12-01,4508
3959530,1617388,2017-12-01,207384
3959530,1619228,2017-12-01,217469
3959530,40022636,2017-12-01,30907
3959530,42023714,2017-12-01,203303
3994423,1617388,2017-12-01,4276
3994423,1619228,2017-12-01,3835
3994423,40022636,2017-12-01,1794
3994423,42023714,2017-12-01,5729
5160016,1617388,2017-12-01,0
5160016,1619228,2017-12-01,0
5160016,40022636,2017-12-01,6
5160016,42023714,2017-12-01,0
6609938,1617388,2017-12-01,16869
6609938,1619228,2017-12-01,7259
6609938,40022636,2017-12-01,3786
6609938,42023714,2017-12-01,10434
28065487,1617388,2017-12-01,4963
28065487,1619228,2017-12-01,7267
28065487,40022636,2017-12-01,2324
28065487,42023714,2017-12-01,7777
51472179,1617388,2017-12-01,4042
51472179,1619228,2017-12-01,2305
51472179,40022636,2017-12-01,1479
51472179,42023714,2017-12-01,8256
60715830,1617388,2017-12-01,11240
60715830,1619228,2017-12-01,19417
60715830,40022636,2017-12-01,6831
60715830,42023714,2017-12-01,27106
62793347,1617388,2017-12-01,0
62793347,1619228,2017-12-01,0
62793347,40022636,2017-12-01,0
62793347,42023714,2017-12-01,0
62922352,1617388,2017-12-01,2584
62922352,1619228,2017-12-01,1679
62922352,40022636,2017-12-01,595
62922352,42023714,2017-12-01,3173
69058316,1617388,2017-12-01,3101
69058316,1619228,2017-12-01,2608
69058316,40022636,2017-12-01,2086
69058316,42023714,2017-12-01,4926
102201027,1617388,2017-12-01,5192
102201027,1619228,2017-12-01,9517
102201027,40022636,2017-12-01,2923
102201027,42023714,2017-12-01,9466
103264090,1617388,2017-12-01,5135
103264090,1619228,2017-12-01,10146
103264090,40022636,2017-12-01,3047
103264090,42023714,2017-12-01,8861
103264133,1617388,2017-12-01,8066
103264133,1619228,2017-12-01,10553
103264133,40022636,2017-12-01,4885
103264133,42023714,2017-12-01,15367
103766415,1617388,2017-12-01,22415
103766415,1619228,2017-12-01,21470
103766415,40022636,2017-12-01,7604
103766415,42023714,2017-12-01,24977
107428334,1617388,2017-12-01,5400
107428334,1619228,2017-12-01,7435
107428334,40022636,2017-12-01,3765
107428334,42023714,2017-12-01,13141
108204834,1617388,2017-12-01,4544
108204834,1619228,2017-12-01,5675
108204834,40022636,2017-12-01,2821
108204834,42023714,2017-12-01,6088
116549016,1617388,2017-12-01,3902
116549016,1619228,2017-12-01,3793
116549016,40022636,2017-12-01,1189
116549016,42023714,2017-12-01,6593
116549031,1617388,2017-12-01,6898
116549031,1619228,2017-12-01,4771
116549031,40022636,2017-12-01,5667
116549031,42023714,2017-12-01,19181
116549126,1617388,2017-12-01,3724
116549126,1619228,2017-12-01,1713
116549126,40022636,2017-12-01,906
116549126,42023714,2017-12-01,5688
116549156,1617388,2017-12-01,1230
116549156,1619228,2017-12-01,592
116549156,40022636,2017-12-01,377
116549156,42023714,2017-12-01,1403
116549191,1617388,2017-12-01,2088
116549191,1619228,2017-12-01,1166
116549191,40022636,2017-12-01,650
116549191,42023714,2017-12-01,2249
116549229,1617388,2017-12-01,1181
116549229,1619228,2017-12-01,780
116549229,40022636,2017-12-01,576
116549229,42023714,2017-12-01,1301
116549238,1617388,2017-12-01,3402
116549238,1619228,2017-12-01,1012
116549238,40022636,2017-12-01,610
116549238,42023714,2017-12-01,2137
116844834,1617388,2017-12-01,3186
116844834,1619228,2017-12-01,1760
116844834,40022636,2017-12-01,1031
116844834,42023714,2017-12-01,2995
117855880,1617388,2017-12-01,942
117855880,1619228,2017-12-01,426
117855880,40022636,2017-12-01,233
117855880,42023714,2017-12-01,618
3959294,1617388,2018-01-01,5125
3959294,1619228,2018-01-01,3007
3959294,40022636,2018-01-01,2077
3959294,42023714,2018-01-01,7058
3959313,1617388,2018-01-01,1824
3959313,1619228,2018-01-01,1298
3959313,40022636,2018-01-01,978
3959313,42023714,2018-01-01,3284
3959506,1617388,2018-01-01,41660
3959506,1619228,2018-01-01,26633
3959506,40022636,2018-01-01,15580
3959506,42023714,2018-01-01,34193
3959509,1617388,2018-01-01,3762
3959509,1619228,2018-01-01,3560
3959509,40022636,2018-01-01,3655
3959509,42023714,2018-01-01,4281
3959530,1617388,2018-01-01,77255
3959530,1619228,2018-01-01,71795
3959530,40022636,2018-01-01,24921
3959530,42023714,2018-01-01,104953
3994423,1617388,2018-01-01,3020
3994423,1619228,2018-01-01,3206
3994423,40022636,2018-01-01,1575
3994423,42023714,2018-01-01,4597
5160016,1617388,2018-01-01,0
5160016,1619228,2018-01-01,0
5160016,40022636,2018-01-01,0
5160016,42023714,2018-01-01,0
6609938,1617388,2018-01-01,8679
6609938,1619228,2018-01-01,11029
6609938,40022636,2018-01-01,4786
6609938,42023714,2018-01-01,14615
28065487,1617388,2018-01-01,2578
28065487,1619228,2018-01-01,3692
28065487,40022636,2018-01-01,1871
28065487,42023714,2018-01-01,5025
51472179,1617388,2018-01-01,3189
51472179,1619228,2018-01-01,1800
51472179,40022636,2018-01-01,551
51472179,42023714,2018-01-01,4865
60715830,1617388,2018-01-01,5793
60715830,1619228,2018-01-01,14275
60715830,40022636,2018-01-01,5762
60715830,42023714,2018-01-01,21252
62793347,1617388,2018-01-01,0
62793347,1619228,2018-01-01,0
62793347,40022636,2018-01-01,0
62793347,42023714,2018-01-01,0
62922352,1617388,2018-01-01,2565
62922352,1619228,2018-01-01,1221
62922352,40022636,2018-01-01,518
62922352,42023714,2018-01-01,3054
69058316,1617388,2018-01-01,2171
69058316,1619228,2018-01-01,1275
69058316,40022636,2018-01-01,917
69058316,42023714,2018-01-01,2399
102201027,1617388,2018-01-01,3160
102201027,1619228,2018-01-01,5469
102201027,40022636,2018-01-01,2333
102201027,42023714,2018-01-01,7457
103264090,1617388,2018-01-01,3079
103264090,1619228,2018-01-01,5682
103264090,40022636,2018-01-01,3043
103264090,42023714,2018-01-01,6874
103264133,1617388,2018-01-01,4563
103264133,1619228,2018-01-01,7976
103264133,40022636,2018-01-01,3849
103264133,42023714,2018-01-01,12462
103766415,1617388,2018-01-01,11247
103766415,1619228,2018-01-01,13343
103766415,40022636,2018-01-01,5271
103766415,42023714,2018-01-01,16083
107428334,1617388,2018-01-01,4292
107428334,1619228,2018-01-01,4545
107428334,40022636,2018-01-01,3034
107428334,42023714,2018-01-01,10582
108204834,1617388,2018-01-01,2783
108204834,1619228,2018-01-01,4096
108204834,40022636,2018-01-01,2222
108204834,42023714,2018-01-01,5604
116549016,1617388,2018-01-01,6542
116549016,1619228,2018-01-01,3589
116549016,40022636,2018-01-01,1214
116549016,42023714,2018-01-01,5386
116549031,1617388,2018-01-01,7504
116549031,1619228,2018-01-01,4979
116549031,40022636,2018-01-01,1685
116549031,42023714,2018-01-01,5221
116549126,1617388,2018-01-01,3848
116549126,1619228,2018-01-01,1974
116549126,40022636,2018-01-01,592
116549126,42023714,2018-01-01,3561
116549156,1617388,2018-01-01,1910
116549156,1619228,2018-01-01,519
116549156,40022636,2018-01-01,150
116549156,42023714,2018-01-01,406
116549191,1617388,2018-01-01,2168
116549191,1619228,2018-01-01,1808
116549191,40022636,2018-01-01,821
116549191,42023714,2018-01-01,2505
116549229,1617388,2018-01-01,2027
116549229,1619228,2018-01-01,1099
116549229,40022636,2018-01-01,322
116549229,42023714,2018-01-01,1396
116549238,1617388,2018-01-01,3974
116549238,1619228,2018-01-01,1359
116549238,40022636,2018-01-01,492
116549238,42023714,2018-01-01,1345
116844834,1617388,2018-01-01,3516
116844834,1619228,2018-01-01,1657
116844834,40022636,2018-01-01,856
116844834,42023714,2018-01-01,2262
117855880,1617388,2018-01-01,1347
117855880,1619228,2018-01-01,1246
117855880,40022636,2018-01-01,799
117855880,42023714,2018-01-01,1531
3959294,1617388,2018-02-01,4932
3959294,1619228,2018-02-01,3536
3959294,40022636,2018-02-01,2498
3959294,42023714,2018-02-01,6622
3959313,1617388,2018-02-01,2420
3959313,1619228,2018-02-01,1082
3959313,40022636,2018-02-01,1013
3959313,42023714,2018-02-01,3359
3959506,1617388,2018-02-01,50575
3959506,1619228,2018-02-01,21768
3959506,40022636,2018-02-01,16227
3959506,42023714,2018-02-01,30889
3959509,1617388,2018-02-01,4519
3959509,1619228,2018-02-01,2157
3959509,40022636,2018-02-01,2611
3959509,42023714,2018-02-01,3680
3959530,1617388,2018-02-01,88680
3959530,1619228,2018-02-01,58823
3959530,40022636,2018-02-01,24765
3959530,42023714,2018-02-01,90194
3994423,1617388,2018-02-01,2648
3994423,1619228,2018-02-01,2001
3994423,40022636,2018-02-01,1096
3994423,42023714,2018-02-01,4206
5160016,1617388,2018-02-01,0
5160016,1619228,2018-02-01,0
5160016,40022636,2018-02-01,0
5160016,42023714,2018-02-01,8
6609938,1617388,2018-02-01,8914
6609938,1619228,2018-02-01,6987
6609938,40022636,2018-02-01,3966
6609938,42023714,2018-02-01,9537
28065487,1617388,2018-02-01,2317
28065487,1619228,2018-02-01,2775
28065487,40022636,2018-02-01,1352
28065487,42023714,2018-02-01,5426
51472179,1617388,2018-02-01,3345
51472179,1619228,2018-02-01,1844
51472179,40022636,2018-02-01,1193
51472179,42023714,2018-02-01,4783
60715830,1617388,2018-02-01,7755
60715830,1619228,2018-02-01,11307
60715830,40022636,2018-02-01,5078
60715830,42023714,2018-02-01,16979
62793347,1617388,2018-02-01,2727
62793347,1619228,2018-02-01,4305
62793347,40022636,2018-02-01,874
62793347,42023714,2018-02-01,8626
62922352,1617388,2018-02-01,3019
62922352,1619228,2018-02-01,1510
62922352,40022636,2018-02-01,1105
62922352,42023714,2018-02-01,2547
69058316,1617388,2018-02-01,1704
69058316,1619228,2018-02-01,1068
69058316,40022636,2018-02-01,1272
69058316,42023714,2018-02-01,2634
102201027,1617388,2018-02-01,4828
102201027,1619228,2018-02-01,5710
102201027,40022636,2018-02-01,2267
102201027,42023714,2018-02-01,7586
103264090,1617388,2018-02-01,4146
103264090,1619228,2018-02-01,5385
103264090,40022636,2018-02-01,2204
103264090,42023714,2018-02-01,7578
103264133,1617388,2018-02-01,6342
103264133,1619228,2018-02-01,7665
103264133,40022636,2018-02-01,3039
103264133,42023714,2018-02-01,10234
103766415,1617388,2018-02-01,11290
103766415,1619228,2018-02-01,9078
103766415,40022636,2018-02-01,2747
103766415,42023714,2018-02-01,12434
107428334,1617388,2018-02-01,5192
107428334,1619228,2018-02-01,5095
107428334,40022636,2018-02-01,3317
107428334,42023714,2018-02-01,9937
108204834,1617388,2018-02-01,3947
108204834,1619228,2018-02-01,2933
108204834,40022636,2018-02-01,2230
108204834,42023714,2018-02-01,5620
116549016,1617388,2018-02-01,6376
116549016,1619228,2018-02-01,5217
116549016,40022636,2018-02-01,1275
116549016,42023714,2018-02-01,5654
116549031,1617388,2018-02-01,3806
116549031,1619228,2018-02-01,4545
116549031,40022636,2018-02-01,1747
116549031,42023714,2018-02-01,5841
116549126,1617388,2018-02-01,3621
116549126,1619228,2018-02-01,2232
116549126,40022636,2018-02-01,2119
116549126,42023714,2018-02-01,4175
116549156,1617388,2018-02-01,965
116549156,1619228,2018-02-01,505
116549156,40022636,2018-02-01,245
116549156,42023714,2018-02-01,401
116549191,1617388,2018-02-01,1999
116549191,1619228,2018-02-01,1707
116549191,40022636,2018-02-01,553
116549191,42023714,2018-02-01,1686
116549229,1617388,2018-02-01,1622
116549229,1619228,2018-02-01,828
116549229,40022636,2018-02-01,528
116549229,42023714,2018-02-01,1389
116549238,1617388,2018-02-01,3517
116549238,1619228,2018-02-01,1443
116549238,40022636,2018-02-01,488
116549238,42023714,2018-02-01,1400
116549631,1617388,2018-02-01,788
116549631,1619228,2018-02-01,271
116549631,40022636,2018-02-01,147
116549631,42023714,2018-02-01,672
116549737,1617388,2018-02-01,786
116549737,1619228,2018-02-01,226
116549737,40022636,2018-02-01,149
116549737,42023714,2018-02-01,720
116844834,1617388,2018-02-01,5748
116844834,1619228,2018-02-01,1872
116844834,40022636,2018-02-01,907
116844834,42023714,2018-02-01,3648
117855880,1617388,2018-02-01,2227
117855880,1619228,2018-02-01,867
117855880,40022636,2018-02-01,1211
117855880,42023714,2018-02-01,1589
120363084,1617388,2018-02-01,1757
120363084,1619228,2018-02-01,1731
120363084,40022636,2018-02-01,1200
120363084,42023714,2018-02-01,3840
121127559,1617388,2018-02-01,346
121127559,1619228,2018-02-01,182
121127559,40022636,2018-02-01,67
121127559,42023714,2018-02-01,1128
121128611,1617388,2018-02-01,431
121128611,1619228,2018-02-01,229
121128611,40022636,2018-02-01,121
121128611,42023714,2018-02-01,1471
121129359,1617388,2018-02-01,1056
121129359,1619228,2018-02-01,551
121129359,40022636,2018-02-01,75
121129359,42023714,2018-02-01,876
3959294,1617388,2018-03-01,5911
3959294,1619228,2018-03-01,2677
3959294,40022636,2018-03-01,2671
3959294,42023714,2018-03-01,6622
3959313,1617388,2018-03-01,1927
3959313,1619228,2018-03-01,1195
3959313,40022636,2018-03-01,1497
3959313,42023714,2018-03-01,3371
3959506,1617388,2018-03-01,52651
3959506,1619228,2018-03-01,27962
3959506,40022636,2018-03-01,25088
3959506,42023714,2018-03-01,48806
3959509,1617388,2018-03-01,4652
3959509,1619228,2018-03-01,3160
3959509,40022636,2018-03-01,4078
3959509,42023714,2018-03-01,3353
3959530,1617388,2018-03-01,71045
3959530,1619228,2018-03-01,57523
3959530,40022636,2018-03-01,24250
3959530,42023714,2018-03-01,85357
3994423,1617388,2018-03-01,3393
3994423,1619228,2018-03-01,2450
3994423,40022636,2018-03-01,1222
3994423,42023714,2018-03-01,4444
5160016,1617388,2018-03-01,0
5160016,1619228,2018-03-01,0
5160016,40022636,2018-03-01,0
5160016,42023714,2018-03-01,0
6609938,1617388,2018-03-01,12760
6609938,1619228,2018-03-01,7819
6609938,40022636,2018-03-01,3785
6609938,42023714,2018-03-01,10328
28065487,1617388,2018-03-01,3071
28065487,1619228,2018-03-01,3023
28065487,40022636,2018-03-01,1308
28065487,42023714,2018-03-01,5869
51472179,1617388,2018-03-01,4545
51472179,1619228,2018-03-01,3062
51472179,40022636,2018-03-01,1842
51472179,42023714,2018-03-01,6204
60715830,1617388,2018-03-01,8937
60715830,1619228,2018-03-01,13243
60715830,40022636,2018-03-01,5574
60715830,42023714,2018-03-01,17167
62793347,1617388,2018-03-01,4292
62793347,1619228,2018-03-01,7355
62793347,40022636,2018-03-01,2277
62793347,42023714,2018-03-01,20530
62922352,1617388,2018-03-01,3818
62922352,1619228,2018-03-01,1680
62922352,40022636,2018-03-01,1371
62922352,42023714,2018-03-01,4009
69058316,1617388,2018-03-01,3423
69058316,1619228,2018-03-01,2219
69058316,40022636,2018-03-01,1706
69058316,42023714,2018-03-01,3566
102201027,1617388,2018-03-01,3626
102201027,1619228,2018-03-01,6564
102201027,40022636,2018-03-01,2088
102201027,42023714,2018-03-01,5139
103264090,1617388,2018-03-01,4247
103264090,1619228,2018-03-01,7690
103264090,40022636,2018-03-01,2832
103264090,42023714,2018-03-01,4983
103264133,1617388,2018-03-01,7338
103264133,1619228,2018-03-01,8947
103264133,40022636,2018-03-01,3778
103264133,42023714,2018-03-01,10714
103766415,1617388,2018-03-01,10284
103766415,1619228,2018-03-01,6973
103766415,40022636,2018-03-01,3726
103766415,42023714,2018-03-01,9089
107428334,1617388,2018-03-01,5179
107428334,1619228,2018-03-01,5468
107428334,40022636,2018-03-01,3183
107428334,42023714,2018-03-01,8505
108204834,1617388,2018-03-01,4105
108204834,1619228,2018-03-01,2678
108204834,40022636,2018-03-01,3631
108204834,42023714,2018-03-01,3153
116549016,1617388,2018-03-01,5134
116549016,1619228,2018-03-01,6705
116549016,40022636,2018-03-01,1502
116549016,42023714,2018-03-01,4324
116549031,1617388,2018-03-01,3293
116549031,1619228,2018-03-01,5031
116549031,40022636,2018-03-01,1159
116549031,42023714,2018-03-01,5148
116549126,1617388,2018-03-01,5136
116549126,1619228,2018-03-01,1097
116549126,40022636,2018-03-01,869
116549126,42023714,2018-03-01,5681
116549156,1617388,2018-03-01,1177
116549156,1619228,2018-03-01,325
116549156,40022636,2018-03-01,396
116549156,42023714,2018-03-01,601
116549191,1617388,2018-03-01,1905
116549191,1619228,2018-03-01,1425
116549191,40022636,2018-03-01,627
116549191,42023714,2018-03-01,1483
116549229,1617388,2018-03-01,1771
116549229,1619228,2018-03-01,872
116549229,40022636,2018-03-01,666
116549229,42023714,2018-03-01,971
116549238,1617388,2018-03-01,3693
116549238,1619228,2018-03-01,1034
116549238,40022636,2018-03-01,730
116549238,42023714,2018-03-01,1444
116549631,1617388,2018-03-01,1144
116549631,1619228,2018-03-01,1007
116549631,40022636,2018-03-01,376
116549631,42023714,2018-03-01,1361
116549737,1617388,2018-03-01,1572
116549737,1619228,2018-03-01,1347
116549737,40022636,2018-03-01,514
116549737,42023714,2018-03-01,1791
116844834,1617388,2018-03-01,7342
116844834,1619228,2018-03-01,2082
116844834,40022636,2018-03-01,1029
116844834,42023714,2018-03-01,2464
117855880,1617388,2018-03-01,2878
117855880,1619228,2018-03-01,1550
117855880,40022636,2018-03-01,1779
117855880,42023714,2018-03-01,1847
120363084,1617388,2018-03-01,1849
120363084,1619228,2018-03-01,1860
120363084,40022636,2018-03-01,406
120363084,42023714,2018-03-01,1808
121127559,1617388,2018-03-01,1738
121127559,1619228,2018-03-01,837
121127559,40022636,2018-03-01,1133
121127559,42023714,2018-03-01,1225
121128611,1617388,2018-03-01,1389
121128611,1619228,2018-03-01,1107
121128611,40022636,2018-03-01,547
121128611,42023714,2018-03-01,4786
121129359,1617388,2018-03-01,4342
121129359,1619228,2018-03-01,1523
121129359,40022636,2018-03-01,381
121129359,42023714,2018-03-01,1531
3959294,1617388,2018-04-01,6391
3959294,1619228,2018-04-01,4116
3959294,40022636,2018-04-01,3172
3959294,42023714,2018-04-01,10874
3959313,1617388,2018-04-01,2977
3959313,1619228,2018-04-01,1845
3959313,40022636,2018-04-01,1689
3959313,42023714,2018-04-01,5259
3959506,1617388,2018-04-01,48637
3959506,1619228,2018-04-01,40525
3959506,40022636,2018-04-01,16679
3959506,42023714,2018-04-01,39681
3959509,1617388,2018-04-01,5744
3959509,1619228,2018-04-01,2957
3959509,40022636,2018-04-01,3487
3959509,42023714,2018-04-01,5721
3959530,1617388,2018-04-01,84694
3959530,1619228,2018-04-01,75275
3959530,40022636,2018-04-01,22213
3959530,42023714,2018-04-01,73973
3994423,1617388,2018-04-01,3293
3994423,1619228,2018-04-01,3091
3994423,40022636,2018-04-01,920
3994423,42023714,2018-04-01,4765
